STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,SEX,Sex,AGE,Age,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q4,,98124,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q1,,94173,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q2,,86974,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q3,,79193,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q4,,71752,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2025-Q1,,67532,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2020-Q3,,1.22,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2020-Q4,,1.06,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q1,,0.88,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q2,,0.97,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q3,,1.1,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q4,,1.26,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q1,,1.61,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q2,,1.82,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q3,,2.15,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q4,,2.42,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q1,,2.5,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q2,,2.62,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q3,,2.69,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q4,,2.6,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q1,,2.46,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q2,,2.23,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q3,,1.99,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q4,,1.86,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2025-Q1,,1.78,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2020-Q3,,23539,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2020-Q4,,-22855,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q1,,-61334,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q2,,-67224,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q3,,-48321,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2021-Q4,,-12182,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q1,,36278,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q2,,67410,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q3,,114574,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2022-Q4,,145382,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q1,,165671,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q2,,181937,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q3,,187976,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2023-Q4,,180673,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q1,,171283,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q2,,153654,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q3,,137191,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2024-Q4,,126582,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,2,Victoria,Q,Quarterly,2025-Q1,,124588,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2020-Q3,,62531,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2020-Q4,,54588,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q1,,45243,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q2,,50201,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q3,,56958,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2021-Q4,,65343,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q1,,83931,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q2,,95091,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q3,,112288,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2022-Q4,,127006,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q1,,132307,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q2,,139330,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q3,,143657,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2023-Q4,,139798,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q1,,133046,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q2,,121440,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q3,,109148,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2024-Q4,,102583,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,3,Queensland,Q,Quarterly,2025-Q1,,98636,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2020-Q3,,1.02,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2020-Q4,,0.88,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2021-Q1,,0.6,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2021-Q2,,0.68,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2021-Q3,,0.65,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2021-Q4,,0.74,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2022-Q1,,1.1,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2022-Q2,,1.24,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2022-Q3,,1.64,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2022-Q4,,1.79,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2023-Q1,,1.8,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2023-Q2,,1.79,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2023-Q3,,1.77,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2023-Q4,,1.67,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2024-Q1,,1.49,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2024-Q2,,1.32,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2024-Q3,,1.14,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2024-Q4,,1.09,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,4,South Australia,Q,Quarterly,2025-Q1,,1.06,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2020-Q3,,1.71,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2020-Q4,,1.46,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q1,,1.21,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q2,,1.34,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q3,,1.31,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q4,,1.28,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q1,,1.44,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q2,,1.62,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q3,,2.19,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q4,,2.76,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q1,,3.24,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q2,,3.47,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q3,,3.56,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q4,,3.46,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q1,,3.28,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q2,,3.01,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q3,,2.72,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2024-Q4,,2.44,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2025-Q1,,2.28,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2020-Q3,,25633341,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2020-Q4,,25630698,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q1,,25653005,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q2,,25685412,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q3,,25704774,,PSNS,Persons,,,,
